v,h
4.779536,46m
4.02316,46m
4.283691,46m
3.818774,46m
3.289489,46m
3.508391,46m
3.652224,46m
3.366449,46m
2.881971,46m
3.174676,46m
2.449851,46m
2.676955,46m
2.675059,46m
2.770937,46m
2.495273,46m
2.109835,46m
2.571605,46m
2.476351,46m
2.707231,46m
2.919195,46m
2.942532,46m
2.642259,46m
2.598727,46m
1.999439,46m
1.627879,46m
1.844883,46m
3.086993,46m
3.664207,46m
3.37528,46m
3.318507,46m
3.303999,46m
2.656131,46m
1.162326,46m
0.8784515,46m
2.482658,46m
2.893957,46m
2.626486,46m
2.565928,46m
2.479501,46m
2.59179,46m
2.370368,46m
1.498559,46m
2.234741,46m
3.362669,46m
3.335546,46m
3.059236,46m
3.512804,46m
3.379072,46m
3.226405,46m
3.709629,46m
3.474323,46m
2.967134,46m
2.756437,46m
2.63847,46m
2.625856,46m
3.298322,46m
3.531101,46m
3.979001,46m
4.148061,46m
4.356238,46m
4.719602,46m
4.61236,46m
4.654628,46m
4.209879,46m
4.15627,46m
4.169508,46m
4.471681,46m
4.422479,46m
4.236377,46m
4.344885,46m
4.759343,46m
4.840722,46m
4.10138,46m
3.942407,46m
3.603649,46m
3.271195,46m
3.488829,46m
3.129257,46m
2.7659,46m
2.437232,46m
2.462466,46m
2.271963,46m
1.018496,46m
1.988085,46m
2.321162,46m
1.923107,46m
1.916166,46m
2.425248,46m
2.145159,46m
2.589263,46m
3.031468,46m
3.284447,46m
2.98165,46m
2.758331,46m
2.761486,46m
2.916042,46m
2.798074,46m
2.869993,46m
3.128641,46m
3.220094,46m
3.177835,46m
3.46486,46m
3.44089,46m
3.105926,46m
3.359505,46m
3.104023,46m
3.915918,46m
4.1998,46m
4.331642,46m
4.783946,46m
4.823054,46m
4.421213,46m
4.495642,46m
4.57449,46m
4.797196,46m
4.59531,46m
4.452134,46m
4.348042,46m
4.566311,46m
4.222502,46m
4.549905,46m
4.300726,46m
4.761232,46m
4.943552,46m
5.392699,46m
5.158034,46m
4.347408,46m
3.838957,46m
4.417432,46m
4.226927,46m
4.222212,46m
3.576511,46m
3.309678,46m
3.278127,46m
3.339948,46m
3.429525,46m
3.208111,46m
3.08132,46m
3.508387,46m
3.347529,46m
4.328465,46m
4.338568,46m
4.567549,46m
4.510141,46m
4.114645,46m
4.536661,46m
5.17885,46m
4.581455,46m
4.930307,46m
4.758706,46m
4.855849,46m
4.536001,46m
4.387771,46m
4.112755,46m
3.907721,46m
3.72036,46m
3.280658,46m
2.715423,46m
1.916166,46m
1.757197,46m
1.697899,46m
1.67203,46m
1.871372,46m
2.106048,46m
2.201947,46m
1.846774,46m
2.467514,46m
3.004986,46m
2.687676,46m
2.423357,46m
2.333778,46m
2.415787,46m
2.526811,46m
1.778646,46m
2.147687,46m
1.903552,46m
1.981776,46m
3.174686,46m
4.111468,46m
3.862924,46m
2.917933,46m
3.35131,46m
2.719209,46m
2.152729,46m
2.358377,46m
2.604398,46m
2.028452,46m
2.07324,46m
2.02278,46m
1.789996,46m
1.138361,46m
1.108077,46m
0.7131758,46m
0.6734291,46m
0.3699986,46m
0.3699986,46m
0.3699986,46m
0.3699986,46m
0.3699986,46m
0.3699986,46m
0.3699986,46m
0.3699986,46m
0.3699986,46m
2.374155,46m
3.659158,46m
3.684393,46m
3.695755,46m
3.292639,46m
3.065551,46m
2.770325,46m
2.455525,46m
1.023543,46m
2.051803,46m
2.504735,46m
3.070582,46m
3.499546,46m
3.746229,46m
4.436332,46m
4.187822,46m
4.022544,46m
3.434575,46m
3.219475,46m
3.048518,46m
3.075637,46m
3.608059,46m
3.80426,46m
3.902043,46m
3.365188,46m
3.517854,46m
4.013699,46m
4.490582,46m
4.387774,46m
3.878065,46m
3.0769,46m
1.692219,46m
1.092303,46m
0.3699986,46m
0.3699986,46m
0.3699986,46m
1.502977,46m
2.93433,46m
3.343106,46m
3.662952,46m
3.7317,46m
3.331131,46m
3.10654,46m
3.220733,46m
3.116647,46m
3.396092,46m
3.922852,46m
4.515183,46m
4.299472,46m
4.069858,46m
4.002346,46m
3.693859,46m
3.679347,46m
3.687553,46m
3.79038,46m
3.985311,46m
4.443292,46m
4.736019,46m
4.645795,46m
4.972577,46m
4.895613,46m
4.985829,46m
5.214817,46m
5.108829,46m
5.346021,46m
5.335295,46m
5.504337,46m
5.44632,46m
5.397116,46m
5.035024,46m
5.291133,46m
5.619556,46m
5.87907,46m
5.969285,46m
6.518735,46m
7.256824,46m
7.042969,46m
7.235996,46m
7.18049,46m
6.978626,46m
6.776114,46m
6.842985,46m
7.01332,46m
6.784952,46m
7.039812,46m
7.150837,46m
7.207627,46m
7.225911,46m
6.896606,46m
6.933828,46m
6.780536,46m
6.580563,46m
7.60377,46m
7.448585,46m
6.967889,46m
7.442906,46m
7.360908,46m
7.622065,46m
8.216938,46m
7.796807,46m
7.562763,46m
8.641489,46m
8.826327,46m
8.896347,46m
9.533489,46m
10.51379,46m
9.337924,46m
9.0408,46m
8.233341,46m
8.956273,46m
8.633924,46m
8.905807,46m
8.553804,46m
8.774593,46m
9.046477,46m
8.300847,46m
8.820016,46m
9.190311,46m
8.53867,46m
8.691954,46m
8.585352,46m
8.654108,46m
8.319135,46m
8.134302,46m
8.281914,46m
9.309544,46m
9.08181,46m
8.531093,46m
8.618784,46m
8.277494,46m
7.39749,46m
8.04473,46m
8.618778,46m
8.722239,46m
8.031478,46m
8.064911,46m
9.098224,46m
8.852183,46m
8.481268,46m
7.904683,46m
8.168997,46m
7.448586,46m
6.25316,46m
5.944679,46m
6.241803,46m
7.943787,46m
7.722999,46m
8.362664,46m
9.105786,46m
9.822402,46m
9.028193,46m
8.79604,46m
10.28669,46m
9.058476,46m
9.701285,46m
8.596699,46m
9.559354,46m
9.556194,46m
10.01986,46m
9.736615,46m
10.12269,46m
9.974436,46m
9.689302,46m
10.70683,46m
10.4034,46m
10.21037,46m
10.90681,46m
11.23862,46m
10.84877,46m
11.07966,46m
10.73396,46m
10.98062,46m
11.22538,46m
11.58936,46m
11.88144,46m
12.18676,46m
13.19483,46m
13.186,46m
12.75262,46m
12.31104,46m
13.73798,46m
12.3123,46m
12.71035,46m
11.84423,46m
12.48389,46m
12.6334,46m
12.76713,46m
13.08255,46m
12.31987,46m
12.65989,46m
12.82643,46m
13.6074,46m
15.03813,46m
14.16253,46m
14.24833,46m
14.12658,46m
13.96319,46m
13.44275,46m
13.58027,46m
14.3789,46m
13.8282,46m
13.68436,46m
12.41702,46m
13.42951,46m
13.64651,46m
13.56071,46m
13.11914,46m
14.35241,46m
15.35481,46m
16.079,46m
15.29172,46m
14.77885,46m
16.54014,46m
17.50531,46m
16.26005,46m
15.60318,46m
15.66517,46m
16.8032,46m
16.92307,46m
16.33764,46m
14.70315,46m
15.81028,46m
14.90944,46m
15.55603,46m
16.14398,46m
16.01213,46m
15.8929,46m
15.30118,46m
15.75917,46m
13.88811,46m
15.498,46m
14.36566,46m
14.67225,46m
15.71879,46m
14.4281,46m
13.57335,46m
12.76335,46m
13.78655,46m
12.55453,46m
11.01972,46m
12.50155,46m
10.99891,46m
10.97872,46m
11.15662,46m
11.45438,46m
11.79564,46m
13.06993,46m
11.29666,46m
12.19371,46m
10.80714,46m
10.01859,46m
10.89356,46m
9.090009,46m
8.085092,46m
7.389295,46m
7.1174,46m
6.747101,46m
6.042459,46m
6.537666,46m
6.116271,46m
5.455157,46m
5.780032,46m
5.386395,46m
5.322678,46m
4.725906,46m
4.417429,46m
4.435095,46m
4.705088,46m
4.669767,46m
4.331642,46m
4.205471,46m
4.49944,46m
4.625603,46m
5.298073,46m
6.331386,46m
6.333277,46m
6.540817,46m
5.671528,46m
5.515713,46m
5.582583,46m
4.92904,46m
5.436225,46m
6.345261,46m
6.220987,46m
5.962978,46m
5.9655,46m
5.446956,46m
6.355354,46m
5.951622,46m
4.95301,46m
4.936608,46m
4.370748,46m
5.475971,46m
5.92008,46m
6.690327,46m
5.117658,46m
3.780909,46m
5.160551,46m
4.939132,46m
4.489345,46m
4.512054,46m
3.977108,46m
3.601127,46m
3.424488,46m
3.567058,46m
4.175817,46m
3.897621,46m
3.917171,46m
5.010419,46m
3.57021,46m
2.830242,46m
5.356109,46m
8.991599,46m
9.78456,46m
11.0027,46m
13.70392,46m
12.61068,46m
12.77912,46m
11.17996,46m
10.51759,46m
10.7043,46m
10.61473,46m
9.625585,46m
8.334903,46m
7.770941,46m
7.746968,46m
7.652975,46m
8.151974,46m
8.507122,46m
7.944423,46m
7.582329,46m
7.275742,46m
7.390553,46m
7.139478,46m
7.756429,46m
8.498291,46m
8.761346,46m
8.666723,46m
9.387771,46m
9.113358,46m
9.404791,46m
9.066037,46m
9.408584,46m
8.964479,46m
9.084338,46m
8.198012,46m
8.19486,46m
8.732955,46m
8.283811,46m
8.785949,46m
8.999803,46m
9.46725,46m
9.40227,46m
9.877926,46m
9.863412,46m
9.899367,46m
9.599728,46m
9.707596,46m
9.553046,46m
9.018435,46m
8.491975,46m
8.059856,46m
7.711019,46m
7.574132,46m
7.160303,46m
7.095953,46m
7.1275,46m
7.117402,46m
6.969153,46m
6.314988,46m
6.748994,46m
7.207607,46m
8.101493,46m
8.541183,46m
8.666721,46m
8.311548,46m
7.777246,46m
8.221355,46m
8.212521,46m
8.069956,46m
8.198648,46m
9.267282,46m
9.145536,46m
9.086859,46m
9.366947,46m
9.083712,46m
8.823174,46m
8.245957,46m
8.823803,46m
8.681228,46m
7.941268,46m
8.049762,46m
8.37149,46m
7.898374,46m
7.968389,46m
6.993127,46m
7.246726,46m
6.806401,46m
7.1338,46m
7.935585,46m
7.758954,46m
7.538162,46m
7.659284,46m
7.478876,46m
6.736376,46m
6.828464,46m
6.325093,46m
6.663194,46m
6.924359,46m
6.786842,46m
6.976095,46m
6.885884,46m
5.98442,46m
5.96108,46m
5.804636,46m
6.167996,46m
6.684012,46m
6.290384,46m
5.592673,46m
5.73335,46m
6.190706,46m
6.145286,46m
6.080946,46m
5.274734,46m
5.200296,46m
5.882227,46m
6.130775,46m
6.52,46m
7.453628,46m
7.325573,46m
7.352074,46m
7.534375,46m
7.576016,46m
6.861283,46m
7.021513,46m
7.62774,46m
6.69916,46m
6.54082,46m
7.634672,46m
6.888411,46m
6.611475,46m
6.986815,46m
7.551418,46m
7.13948,46m
7.156516,46m
7.374146,46m
6.184402,46m
5.412888,46m
5.069714,46m
6.439885,46m
6.880839,46m
6.062649,46m
5.719478,46m
4.836937,46m
4.949225,46m
4.761866,46m
4.503858,46m
4.622452,46m
4.610463,46m
4.009284,46m
3.927269,46m
4.145544,46m
4.759349,46m
5.023037,46m
5.028081,46m
5.231208,46m
5.399643,46m
4.583969,46m
3.995402,46m
4.141762,46m
4.332266,46m
5.030603,46m
4.646419,46m
4.971312,46m
4.885508,46m
5.301862,46m
5.182638,46m
4.874787,46m
4.617408,46m
4.763754,46m
4.803503,46m
3.771453,46m
3.421966,46m
3.688816,46m
3.88311,46m
4.749883,46m
3.582204,46m
2.830876,46m
3.498929,46m
3.213794,46m
2.94821,46m
4.101383,46m
3.93484,46m
2.191843,46m
1.224779,46m
2.290882,46m
3.04094,46m
3.114115,46m
3.300846,46m
4.139859,46m
4.419324,46m
4.490608,46m
4.674175,46m
5.304453,46m
5.155511,46m
4.539176,46m
3.643391,46m
3.750006,46m
2.067569,46m
2.581067,46m
2.754539,46m
2.937486,46m
3.509654,46m
3.669887,46m
4.202948,46m
3.371502,46m
2.905312,46m
2.783563,46m
2.974073,46m
2.728051,46m
2.984798,46m
2.700927,46m
3.001831,46m
2.690199,46m
4.24963,46m
4.816117,46m
4.442033,46m
4.392202,46m
4.018114,46m
3.989718,46m
3.881219,46m
2.901528,46m
3.160798,46m
2.951364,46m
2.751391,46m
3.10213,46m
3.749373,46m
2.287097,46m
1.996287,46m
1.845515,46m
2.28205,46m
2.601884,46m
2.221493,46m
2.231587,46m
2.653617,46m
2.307285,46m
1.927522,46m
1.393212,46m
0.9850628,46m
0.3699986,46m
0.4028022,46m
1.384378,46m
1.82722,46m
1.625981,46m
1.93131,46m
1.448092,46m
0.884759,46m
1.674564,46m
1.60201,46m
1.586875,46m
1.308051,46m
1.106815,46m
0.4570542,46m
1.026698,46m
1.783692,46m
2.016472,46m
1.986819,46m
2.221491,46m
2.131283,46m
3.116639,46m
3.31724,46m
3.321033,46m
3.522267,46m
3.249126,46m
2.517352,46m
2.981641,46m
2.694613,46m
2.449222,46m
2.324317,46m
2.71228,46m
2.338826,46m
2.590528,46m
2.832767,46m
2.331885,46m
2.287728,46m
2.082077,46m
1.875794,46m
2.569711,46m
3.435842,46m
2.721105,46m
3.226406,46m
3.729817,46m
3.628877,46m
3.456031,46m
3.855356,46m
2.962711,46m
3.062389,46m
2.310438,46m
2.326846,46m
2.606299,46m
2.770946,46m
2.637842,46m
3.265512,46m
3.580935,46m
3.77082,46m
3.491352,46m
3.982162,46m
4.108953,46m
3.695125,46m
3.60869,46m
3.214419,46m
3.581569,46m
3.575257,46m
3.621306,46m
3.509017,46m
3.078798,46m
2.85926,46m
3.294539,46m
3.65033,46m
4.232591,46m
4.067314,46m
4.298834,46m
4.683012,46m
5.281676,46m
4.800347,46m
4.856491,46m
5.265271,46m
5.319522,46m
5.802111,46m
5.865194,46m
5.794543,46m
5.944685,46m
6.205214,46m
5.357378,46m
5.361791,46m
6.210259,46m
6.451872,46m
7.864933,46m
7.608819,46m
7.080183,46m
6.997546,46m
7.041704,46m
7.119925,46m
6.839837,46m
7.261234,46m
7.830867,46m
8.264882,46m
8.251931,46m
7.691458,46m
8.37339,46m
7.916672,46m
7.232847,46m
7.910353,46m
7.978487,46m
7.59998,46m
6.865066,46m
7.163459,46m
6.663834,46m
6.653736,46m
7.113609,46m
6.832896,46m
8.779013,46m
8.428892,46m
10.19902,46m
9.407318,46m
8.541825,46m
8.546227,46m
8.415648,46m
9.562509,46m
9.850794,46m
9.858993,46m
10.11638,46m
11.13516,46m
10.71503,46m
11.18752,46m
10.66078,46m
12.14702,46m
11.97417,46m
12.14576,46m
12.83084,46m
12.79551,46m
14.18145,46m
14.61483,46m
14.25085,46m
13.18285,46m
12.36718,46m
11.93759,46m
12.36403,46m
12.15143,46m
12.15963,46m
12.45297,46m
12.1508,46m
12.55075,46m
13.12797,46m
13.84901,46m
12.52174,46m
12.70719,46m
12.66052,46m
14.11774,46m
13.50836,46m
13.85784,46m
14.02816,46m
13.64651,46m
13.94554,46m
13.39543,46m
13.72916,46m
12.6132,46m
12.1445,46m
12.91475,46m
11.93002,46m
11.60703,46m
11.5225,46m
11.67516,46m
10.8759,46m
11.25188,46m
9.922709,46m
11.63984,46m
11.30045,46m
11.21465,46m
12.4126,46m
11.02793,46m
9.658395,46m
9.853321,46m
8.595438,46m
11.10174,46m
10.81912,46m
10.97683,46m
10.99891,46m
10.79768,46m
12.91475,46m
12.13692,46m
9.535386,46m
11.06641,46m
10.94719,46m
14.27166,46m
13.89632,46m
13.40869,46m
11.95589,46m
13.84712,46m
14.80661,46m
13.07686,46m
10.81281,46m
11.43103,46m
10.88095,46m
12.0606,46m
12.19119,46m
10.96989,46m
11.34902,46m
11.94769,46m
12.98224,46m
12.88005,46m
12.79299,46m
12.52489,46m
12.93177,46m
12.40503,46m
12.68071,46m
12.82074,46m
12.09845,46m
11.73573,46m
10.17946,46m
11.19573,46m
11.16165,46m
10.2968,46m
11.22286,46m
10.25768,46m
9.942258,46m
10.10187,46m
10.78126,46m
11.01026,46m
10.85319,46m
10.13213,46m
10.99071,46m
11.24493,46m
10.70747,46m
10.00157,46m
11.11309,46m
10.39395,46m
11.53196,46m
10.57626,46m
10.28544,46m
10.9762,46m
9.893682,46m
9.782029,46m
9.371364,46m
9.744816,46m
10.17251,46m
9.909463,46m
8.946187,46m
8.797936,46m
8.245955,46m
7.662435,46m
7.8392,46m
8.006875,46m
7.444169,46m
8.864807,46m
9.211761,46m
9.074871,46m
8.97079,46m
8.626342,46m
8.114741,46m
8.235858,46m
8.092656,46m
8.189174,46m
8.600493,46m
7.998671,46m
7.959557,46m
7.755177,46m
7.752648,46m
5.792016,46m
5.038809,46m
3.244707,46m
2.71228,46m
4.1058,46m
4.31965,46m
5.339713,46m
4.643898,46m
5.504991,46m
5.381346,46m
5.165609,46m
5.175696,46m
4.423105,46m
4.326586,46m
4.477993,46m
3.868599,46m
4.590286,46m
4.404178,46m
3.982151,46m
4.483031,46m
4.653358,46m
4.225662,46m
4.013072,46m
3.432692,46m
4.09507,46m
3.213163,46m
3.802998,46m
3.922225,46m
3.664848,46m
3.853468,46m
3.433948,46m
4.500697,46m
5.334662,46m
6.14655,46m
6.219097,46m
6.328862,46m
5.017983,46m
5.56113,46m
5.384498,46m
5.400914,46m
4.862171,46m
5.320157,46m
4.713289,46m
4.769434,46m
4.233223,46m
5.221739,46m
5.793911,46m
5.610973,46m
5.95225,46m
6.046876,46m
5.24067,46m
6.959696,46m
7.201935,46m
7.966496,46m
8.446566,46m
8.35319,46m
8.086987,46m
9.194733,46m
10.35987,46m
9.923345,46m
8.956279,46m
8.843358,46m
10.3132,46m
10.42486,46m
10.84372,46m
9.46599,46m
9.007372,46m
9.232579,46m
7.569077,46m
7.838436,46m
6.95528,46m
7.865564,46m
7.424609,46m
8.014441,46m
7.948202,46m
7.162187,46m
7.315484,46m
6.373017,46m
5.968026,46m
5.655761,46m
5.761741,46m
5.84879,46m
5.312586,46m
5.301226,46m
5.29934,46m
5.16751,46m
4.798447,46m
4.081203,46m
3.867342,46m
3.890055,46m
3.837695,46m
4.014966,46m
3.498296,46m
2.910358,46m
2.531226,46m
2.483283,46m
2.516086,46m
1.97673,46m
2.042334,46m
1.860023,46m
2.061889,46m
2.259342,46m
2.612611,46m
2.628374,46m
2.440388,46m
2.572222,46m
1.940135,46m
0.4911163,46m
0.3699986,46m
0.3939705,46m
1.044994,46m
2.184906,46m
2.716073,46m
2.420204,46m
1.763507,46m
1.621567,46m
1.613999,46m
1.670771,46m
1.988716,46m
2.444806,46m
2.561505,46m
2.902156,46m
3.25543,46m
3.170891,46m
3.671149,46m
4.280532,46m
4.468516,46m
4.766818,46m
4.667863,46m
4.434446,46m
4.6155,46m
4.291277,46m
3.78659,46m
4.278008,46m
4.491855,46m
4.376419,46m
4.638213,46m
4.38715,46m
4.329101,46m
4.71834,46m
4.333539,46m
4.082465,46m
3.801739,46m
3.392307,46m
3.389792,46m
3.505864,46m
3.485045,46m
3.507753,46m
3.446568,46m
3.686919,46m
3.648437,46m
3.59229,46m
4.00423,46m
4.301353,46m
3.845262,46m
3.837691,46m
4.182131,46m
4.09318,46m
4.428155,46m
4.502592,46m
5.067822,46m
4.815492,46m
4.498176,46m
4.627498,46m
4.684271,46m
4.580187,46m
4.83631,46m
4.913904,46m
4.876682,46m
5.28231,46m
4.944812,46m
4.848925,46m
5.095575,46m
5.381972,46m
4.999062,46m
5.411629,46m
5.091793,46m
4.831256,46m
5.655759,46m
5.900522,46m
5.987576,46m
5.304397,46m
5.695504,46m
5.698031,46m
6.118791,46m
7.348285,46m
7.484546,46m
7.475081,46m
7.388662,46m
8.057968,46m
7.873139,46m
8.462967,46m
8.656633,46m
8.359506,46m
9.277369,46m
8.863542,46m
8.679976,46m
8.813705,46m
8.023901,46m
7.80942,46m
8.406816,46m
9.341083,46m
9.43949,46m
8.943653,46m
9.725884,46m
9.691195,46m
9.828705,46m
10.27219,46m
9.462832,46m
8.498917,46m
9.595306,46m
8.86543,46m
8.645904,46m
10.31761,46m
10.60464,46m
9.908195,46m
10.33905,46m
10.27535,46m
9.774463,46m
10.86392,46m
11.24746,46m
11.55467,46m
10.67845,46m
10.56363,46m
10.63492,46m
10.80777,46m
11.53196,46m
11.6676,46m
10.97304,46m
10.38574,46m
11.11562,46m
11.85242,46m
11.86819,46m
11.45184,46m
11.22222,46m
11.54521,46m
11.82656,46m
11.3118,46m
11.22034,46m
11.38372,46m
11.30107,46m
11.26449,46m
11.08659,46m
11.48275,46m
10.4892,46m
9.250874,46m
10.25642,46m
10.52642,46m
10.26399,46m
10.12394,46m
9.51835,46m
9.919559,46m
9.345493,46m
9.650192,46m
10.23939,46m
10.1088,46m
9.284308,46m
9.429399,46m
9.930907,46m
9.630006,46m
9.286831,46m
8.900135,46m
9.023785,46m
9.906311,46m
9.878549,46m
10.6242,46m
10.01607,46m
10.17757,46m
10.94024,46m
10.48541,46m
10.32707,46m
10.77272,46m
9.517095,46m
9.850792,46m
10.07033,46m
9.529708,46m
8.811181,46m
8.131778,46m
8.799203,46m
8.626974,46m
7.791767,46m
7.824564,46m
7.275737,46m
7.988582,46m
8.541819,46m
7.919823,46m
7.151466,46m
6.981137,46m
6.227928,46m
4.845137,46m
4.43068,46m
4.112104,46m
3.603647,46m
3.59671,46m
2.764004,46m
2.767792,46m
2.822678,46m
2.78861,46m
2.909729,46m
3.776495,46m
4.426892,46m
3.633924,46m
4.015586,46m
5.004107,46m
4.49313,46m
4.51521,46m
5.019242,46m
4.426263,46m
4.787728,46m
5.576273,46m
5.159924,46m
5.331512,46m
4.999062,46m
5.340974,46m
5.91251,46m
6.007131,46m
5.907457,46m
6.262621,46m
6.089148,46m
5.692984,46m
5.966128,46m
6.482778,46m
6.394464,46m
5.69929,46m
6.238652,46m
5.550411,46m
4.730956,46m
4.467896,46m
5.175061,46m
6.038673,46m
6.302997,46m
5.779401,46m
6.278392,46m
6.363556,46m
7.197512,46m
7.097219,46m
6.615895,46m
6.530724,46m
6.318769,46m
7.146419,46m
6.549654,46m
7.230318,46m
7.018989,46m
7.569069,46m
7.46373,46m
7.781669,46m
7.605667,46m
7.53879,46m
8.198012,46m
8.472424,46m
8.399887,46m
8.255413,46m
8.141243,46m
7.543208,46m
8.089503,46m
7.370997,46m
7.024671,46m
6.552806,46m
7.026563,46m
8.00119,46m
6.839837,46m
7.73056,46m
7.760204,46m
8.071217,46m
7.798073,46m
7.273217,46m
7.354596,46m
7.420196,46m
7.830239,46m
7.57538,46m
7.818891,46m
6.940141,46m
6.525681,46m
6.207744,46m
5.893586,46m
6.041833,46m
5.910615,46m
6.356616,46m
6.508644,46m
6.638596,46m
6.548389,46m
6.635441,46m
6.385008,46m
6.508651,46m
6.024163,46m
6.291639,46m
6.364811,46m
6.909857,46m
7.176071,46m
6.993771,46m
7.124976,46m
7.285841,46m
6.705467,46m
6.324446,46m
4.939758,46m
5.975615,46m
6.812088,46m
6.520018,46m
6.298591,46m
6.349051,46m
6.317534,46m
5.844985,46m
6.375531,46m
6.631642,46m
6.224792,46m
6.497283,46m
7.066947,46m
7.41013,46m
7.548258,46m
7.907182,46m
7.844722,46m
7.537538,46m
6.478362,46m
5.207231,46m
5.851336,46m
6.442488,46m
6.116889,46m
7.13761,46m
6.993129,46m
7.46561,46m
6.568588,46m
4.736,46m
3.368975,46m
3.2794,46m
3.988459,46m
4.414261,46m
4.420584,46m
4.645791,46m
5.207869,46m
5.855737,46m
6.176837,46m
6.253795,46m
5.83618,46m
4.760605,46m
5.303756,46m
5.710644,46m
6.970405,46m
8.184745,46m
8.083864,46m
7.065034,46m
7.748846,46m
7.067568,46m
6.056345,46m
5.864566,46m
5.756057,46m
5.408477,46m
7.258093,46m
7.278908,46m
6.624085,46m
5.757326,46m
5.499321,46m
5.514453,46m
6.135821,46m
6.891569,46m
7.065042,46m
7.583592,46m
6.188811,46m
6.941403,46m
6.739536,46m
7.254924,46m
7.044221,46m
6.316869,46m
6.720608,46m
6.769184,46m
6.569839,46m
6.173042,46m
6.35788,46m
6.582456,46m
5.699287,46m
5.593307,46m
5.344125,46m
5.324578,46m
5.937112,46m
6.272712,46m
5.780668,46m
5.365577,46m
5.537791,46m
4.681118,46m
6.173673,46m
5.060249,46m
4.824954,46m
4.685534,46m
5.6362,46m
5.877183,46m
6.139608,46m
6.548384,46m
5.831766,46m
5.422349,46m
6.050661,46m
5.46651,46m
4.942914,46m
4.180864,46m
4.35056,46m
5.265903,46m
4.138599,46m
4.288106,46m
5.078545,46m
5.665224,46m
6.239283,46m
5.763634,46m
6.043091,46m
6.246852,46m
6.79063,46m
6.737012,46m
6.422223,46m
7.12623,46m
7.309809,46m
7.05179,46m
8.061116,46m
8.268028,46m
8.497036,46m
7.719845,46m
8.177188,46m
7.76716,46m
6.547759,46m
6.102391,46m
6.596965,46m
5.90178,46m
4.64958,46m
4.677963,46m
4.534134,46m
3.67367,46m
3.54813,46m
5.180737,46m
5.58447,46m
4.792778,46m
5.143511,46m
6.040594,46m
5.65702,46m
4.771317,46m
5.238138,46m
5.373784,46m
5.564915,46m
5.527687,46m
5.408465,46m
5.698012,46m
5.702417,46m
5.65575,46m
5.6097,46m
5.980649,46m
5.708107,46m
5.829231,46m
5.430527,46m
5.3372,46m
5.315118,46m
5.071636,46m
4.997181,46m
4.998446,46m
4.613595,46m
4.555569,46m
4.355606,46m
4.46851,46m
4.659682,46m
4.802862,46m
4.057862,46m
3.64718,46m
3.582829,46m
3.004988,46m
2.111728,46m
2.820414,46m
2.579172,46m
2.764016,46m
3.127997,46m
3.032113,46m
3.665473,46m
3.507126,46m
3.256061,46m
3.553805,46m
3.054191,46m
3.689445,46m
4.194117,46m
4.312075,46m
3.936737,46m
3.437722,46m
3.756953,46m
3.923493,46m
3.746841,46m
3.543717,46m
3.805511,46m
3.840846,46m
3.836425,46m
4.813605,46m
3.972688,46m
3.597336,46m
4.42941,46m
4.747995,46m
4.363175,46m
4.166352,46m
4.166997,46m
4.179614,46m
4.422473,46m
4.25215,46m
3.738647,46m
3.027057,46m
3.820658,46m
4.483663,46m
5.481649,46m
5.861403,46m
5.618517,46m
5.530856,46m
6.006528,46m
6.108086,46m
5.714412,46m
5.657019,46m
5.274747,46m
5.011049,46m
4.775115,46m
4.59973,46m
4.956172,46m
5.290502,46m
5.167507,46m
4.63821,46m
4.605431,46m
4.054701,46m
4.382108,46m
5.282309,46m
5.354866,46m
3.721617,46m
3.967011,46m
4.537917,46m
4.675444,46m
4.008019,46m
4.741679,46m
4.489975,46m
4.033883,46m
3.725405,46m
3.501452,46m
3.623206,46m
3.3961,46m
3.241549,46m
3.405565,46m
3.961964,46m
4.424997,46m
4.005497,46m
3.63771,46m
4.204838,46m
3.956914,46m
3.845892,46m
3.806782,46m
3.967015,46m
3.570846,46m
4.375164,46m
4.694999,46m
5.356747,46m
4.951118,46m
5.500584,46m
4.407336,46m
5.680992,46m
5.826087,46m
4.994013,46m
5.879077,46m
5.595832,46m
4.95932,46m
3.450983,46m
5.308795,46m
4.925883,46m
4.450864,46m
4.452758,46m
3.81182,46m
3.760729,46m
3.691328,46m
2.826454,46m
2.523669,46m
3.509016,46m
3.579041,46m
3.531726,46m
3.52289,46m
3.156388,46m
3.193606,46m
3.354469,46m
3.202439,46m
2.980384,46m
2.906576,46m
2.893959,46m
3.047254,46m
3.163316,46m
4.00866,46m
3.065547,46m
3.31471,46m
3.841484,46m
3.961346,46m
4.13925,46m
3.720342,46m
3.203074,46m
2.672527,46m
2.661813,46m
3.524164,46m
3.355096,46m
3.203683,46m
3.566421,46m
3.38537,46m
2.741303,46m
2.312965,46m
1.75783,46m
2.146423,46m
2.859894,46m
2.956414,46m
3.535518,46m
3.657893,46m
3.278762,46m
3.81877,46m
3.242806,46m
3.270565,46m
3.347268,46m
3.244702,46m
2.672533,46m
2.548259,46m
1.935721,46m
1.569841,46m
2.062528,46m
2.183648,46m
1.712408,46m
1.406456,46m
1.217206,46m
0.7074982,46m
1.21784,46m
1.875797,46m
1.869483,46m
2.570973,46m
2.448588,46m
1.911114,46m
2.15274,46m
2.161564,46m
2.605671,46m
2.864314,46m
3.293268,46m
3.074385,46m
3.394835,46m
3.952498,46m
4.559344,46m
4.530323,46m
4.458419,46m
4.811713,46m
4.852075,46m
5.226799,46m
5.307554,46m
